"matricula","nome","cod_func_lotacao","desc_func_lotacao","cod_uor_localizacao","uor_trabalho","data_nasc","sexo","cod_est_civil","est_civil","data_posse","data_posse_incorp","cod_grau_instr","grau_instr","tempo_banco"
e632fe2aefe57d938e9dce521d3f98f2,"1cf681f7eba0088a5961551387a7031d","394",CAIXA EXECUTIVO,"204ce29c4941163c2843bed9d2bcf5d4",f1e84349688b8cdd93f4b5ab77f7cbe7,"1984-01-01",2,"8",DIVORCIADO(A),"2004-08-23",,7,POS-GRADUCAO-ESPEC,18
"4af3bb7d347fff8a47847274da115efd","7fef2da80550e31c21d3ae61e220fa1d","394",CAIXA EXECUTIVO,"4c22eee729922b827bc7ff33abe4e627","503f2ed80ae3bf97c6969bbbc3f0edad","1983-11-06",2,"1",SOLTEIRO(A),"2004-08-02",,7,POS-GRADUCAO-ESPEC,18
"304990a91782a36b87ad21b7309fcdbe",df32a38539164f955041b49330cc65fa,"16290",GER MODULO UA,"17a5c4295420ef9f3fa5d4783a34dcd5","1d47a350b33daf088cdda981f355d7e6","1979-04-18",2,"5",SEPARADO(A) JUDICIAL OU EXTRAJ,"2000-04-10",,7,POS-GRADUCAO-ESPEC,22
"456401781889c7b3007754ef1d7c519d",f1d05ffdbafa23c70788c8e92d310404,"610",ESCRITURARIO,"7dcab236b4a4958be8f70b40b179080b","128978d4aa1bce1af451986fa1af3d31","1992-04-28",1,"2",CASADO(A),"2010-09-20",,5,SUPERIOR GRADUACAO,12
"1314987eb01fa7e159fe36e6c7dd7ab2","893585755aec363c20b05e2513e8476a","16261",GER SETOR UA,b84a25d15d9d44f58640a485c1387df8,"3b9b744f473c1dda86ae57e69dcf1332","1981-01-18",1,"2",CASADO(A),"2004-06-14",,2,ENSINO MEDIO,18
bb30a7a78d51180477e4c5318c0a60de,f5401f04a0a9bec9f672cf5540a6e94e,"610",ESCRITURARIO,c2edab37020ff666e1d2bcef4e9213ac,"4acece64139d23d5f3bdcdc9fe11ec97","1988-09-28",1,"1",SOLTEIRO(A),"2013-05-27",,5,SUPERIOR GRADUACAO,9
b0c7ce79b135b6cd4f46330e53ecbad2,bb0bb543f8e8d14b1acf9f06db193ef2,"394",CAIXA EXECUTIVO,"8ab4c089690ef2d9cb7cf48ce34a6269","0c809b42f4376861932b301b6a34e194","1984-09-29",1,"2",CASADO(A),"2012-08-20",,5,SUPERIOR GRADUACAO,10
"7459e863001896bf7ab4494efdc09caa","5198ceb3614e86d612fb86828567ca00","16290",GER MODULO UA,"33681279c167c7fcd2997ed72cfb4c4a",cc6259186164ddfe838f0de7b64a922b,"1974-04-16",1,"1",SOLTEIRO(A),"2004-10-18",,7,POS-GRADUCAO-ESPEC,18
"802ace333bff9d7e9dee980f10f4df7a",ccbee38a211ebb6779557ee67c85b144,"394",CAIXA EXECUTIVO,"131e28c946ec1e010dc02a8f53cec237","131e28c946ec1e010dc02a8f53cec237","1981-01-16",1,"2",CASADO(A),"2000-05-29",,5,SUPERIOR GRADUACAO,22
ec77fb621d82c16724282ab27e7ef030,"600a661f1c82bc332660217a61d51979","16290",GER MODULO UA,e2a7609174b65610516acb23fcd4f6d4,"85b7803f6b859b0f1d25f18010766144","1991-11-13",1,"2",CASADO(A),"2015-04-06",,7,POS-GRADUCAO-ESPEC,8
d16c3e7a82f637352b28262b2a98b6bf,f5802c70bfa5008ea933f15428f67fa9,"394",CAIXA EXECUTIVO,"4e5effaa39b6890b19eedd736f58b59a","265d18c90fe8e960bd2bf5cbd15dfd9a","1988-03-05",1,"1",SOLTEIRO(A),"2011-07-18",,5,SUPERIOR GRADUACAO,11
a3d74735c08708422d74a570513b6dc6,"5a99100f23f63db1313a6c5b6cc1f9de","610",ESCRITURARIO,d4ce44f39a4a99bb1fe0f14e5330e6d4,d4ce44f39a4a99bb1fe0f14e5330e6d4,"1979-03-13",1,"1",SOLTEIRO(A),"2008-10-01","2006-03-10",2,ENSINO MEDIO,14
"7da0f53eb1b93a1be1fcf0d29a0e59f9","788f5c7957f924bad7bcd1a9f2139eaf","16261",GER SETOR UA,b84a25d15d9d44f58640a485c1387df8,"6e62b92a651f0c44fd4e277ee6f6b968","1977-11-03",1,"2",CASADO(A),"2005-09-12",,7,POS-GRADUCAO-ESPEC,17
"12c45e207e9c9c1b2c26eabb4548bed6","9849ebca4393279537037cb4bbe5d69d","16290",GER MODULO UA,"5eafe1ca2f671c9a88421427ee1e7254",f2cc19416ecfa3d564e006f541eee1e9,"1984-06-28",1,"2",CASADO(A),"2010-05-03",,7,POS-GRADUCAO-ESPEC,12
"1cf254c5542d36e47cc44c62cc989982","871fd07d7739d13cfb61a51f3f92a905","16280",GER GRUPO UA,afa73512a045b8492d94152050b80273,"4d06121773a8235645d342d470b451a9","1989-02-19",1,"2",CASADO(A),"2009-05-04",,7,POS-GRADUCAO-ESPEC,13
"4721500bfa522d3f591c36c5518c9045","1109123c893b39758b5f0466f96efdfa","394",CAIXA EXECUTIVO,"33681279c167c7fcd2997ed72cfb4c4a",d43bac5ef7e244ae7a92a9258d7f3324,"1980-11-22",1,"2",CASADO(A),"2003-12-01",,7,POS-GRADUCAO-ESPEC,19
"046cd71257b90c26994391e1d4288a05","75f9c18d295abb5ac8dedd82dba237f9","610",ESCRITURARIO,e20c9afa140436a643b095e45f06188d,b3326eebb1e1a7a33213920422701ed5,"1964-10-07",1,"2",CASADO(A),"2004-06-07",,7,POS-GRADUCAO-ESPEC,18
"83394945dd3c516fcf2d7be4f3903433",bc5d7a5c419a357d3a6c317ee4454cff,"394",CAIXA EXECUTIVO,"20bfc31f5ca9397df5e8f68ef26a8aff",c8e3ff7c37769d749f74f609985a20c5,"1985-05-07",1,"1",SOLTEIRO(A),"2012-03-05",,2,ENSINO MEDIO,11
"05c9b1a296cbd55e5ee396d8eeed92c2","6d366ff7cf7065f6b080d7c070c2a2f3","16290",GER MODULO UA,f4f845d6fdeca6547c012e2b85347ae5,"94eef595516e850328cbd8c1aced7f1f","1977-01-08",1,"2",CASADO(A),"2010-03-01",,5,SUPERIOR GRADUACAO,13
d2dcce9b566cb4235348cbad72c66524,"7e56d13cbe91f9eab22a15810f3b13e2","394",CAIXA EXECUTIVO,a0a8e6d73fc5e5c77dd7ce54f73c5e4d,"699427829f603c487c529efd9e19587d","1984-04-17",1,"2",CASADO(A),"2010-09-20",,5,SUPERIOR GRADUACAO,12
f5248f1a27771423daf6094af6a089e3,"067551f0946b9c4b9dcdd99bb74a7df0","394",CAIXA EXECUTIVO,"8a48e241f2c22a1f335c2149eef73868","5b9abb6ef226501d1d7a8e4c06303314","1981-08-05",1,"1",SOLTEIRO(A),"2013-12-02",,2,ENSINO MEDIO,9
ea5171a85b75b7068b84d39dd15f689b,"26344e3191a1218e3f171001aeacb0ac","16460",ASSIST OP PLENO UA,afa73512a045b8492d94152050b80273,"113cdf6141e43e6fd8c4c05c04e8b450","1984-03-10",2,"1",SOLTEIRO(A),"2010-08-09",,7,POS-GRADUCAO-ESPEC,12
cdee4d7fec104e6b8d4d38393080c35d,"86ee93fd4f38c2672052abdae1c7a855","610",ESCRITURARIO,"2d84ad0a35538fc794e041833c8a9a72",b1d0ec59b8e4cf5b4eec23ba9590dc66,"1985-03-25",1,"1",SOLTEIRO(A),"2006-07-24",,5,SUPERIOR GRADUACAO,16
"3b7b0c2dc92654d21696e09b74530944",ab6a839d0878f070371af42918550929,"16290",GER MODULO UA,"1dbe8f774248172f67528032267b8173","37c58e9117804c0e0e27a5cbaa5196d7","1964-06-11",1,"3",CASADO(A) COM FUNCIONARIA(O),"1983-01-12",,5,SUPERIOR GRADUACAO,40
"84da4a536520a7f3deb69a225815ba24","3beb439369ef298a2db9952020563aba","394",CAIXA EXECUTIVO,"5c0400579e6fcfb96bdb950d2babfff7","319ea6c6076e7efd358d6fd694a3b91c","1968-08-30",2,"1",SOLTEIRO(A),"2002-01-14",,7,POS-GRADUCAO-ESPEC,21
b058bd04abaaea1c2957e46b3fb843f8,"8bb1ff54b1d8cfc5e37b3da239206f06","394",CAIXA EXECUTIVO,"2fe4b13d9f35cdcf8083d1525b42c81c","2fe4b13d9f35cdcf8083d1525b42c81c","1976-11-07",1,"2",CASADO(A),"2011-02-14",,7,POS-GRADUCAO-ESPEC,12
d3f87f60a9d36690f57f16a752adb5a0,ea8bfc695680bc53c99ef1f9bf291498,"610",ESCRITURARIO,"1394985202ea63bcbc29d6db7df35287","1d0683a0d40488c735f9b2fc605ec418","1961-03-02",1,"2",CASADO(A),"1986-08-29",,5,SUPERIOR GRADUACAO,36
"40439214a99a5dee3ff334fbd7da114f",c6c418c74100d45bb2577c4c668f46b7,"610",ESCRITURARIO,"4da90de29f46a17868d38a774f91dd8c",f1c724f117805e52a8bc40a09bd3c049,"1960-05-18",1,"1",SOLTEIRO(A),"2010-08-23",,5,SUPERIOR GRADUACAO,12
e6c4c60b83159f261cb7712c86af707b,"3bc70b39a2f1a2769eb6030faee07196","610",ESCRITURARIO,"7ce94f8ecfde6f818fd95b6313e2c28e","23207f541a152a7152949accf8e1bce5","1968-08-20",1,"1",SOLTEIRO(A),"2008-01-07",,2,ENSINO MEDIO,15
"26ee6b527a73e9fa18da7c7a8e52579e",c93e96f95f794e383feda90a068e0e2b,"12392",ASSESSOR III UE,"9a405a7732ab4f806431a48f6398a7cb","53ec14325dd3f55e669b637581350e07","1970-06-27",1,"8",DIVORCIADO(A),"2009-12-01","2004-02-17",7,POS-GRADUCAO-ESPEC,13
"58101cf559687feae9b656ac5a45fc42",e491e6d1cc7bac3f4845f021a0aa51f3,"394",CAIXA EXECUTIVO,"37ea884e454df3119be9f4e3cec68df0",a59797bfaeb268df2de722f7df2f43e2,"1987-02-28",1,"1",SOLTEIRO(A),"2009-12-01","2006-09-25",7,POS-GRADUCAO-ESPEC,13
a67e2224257f202d2a43841259c41f0f,"9db160a16301a173f246f45a9ac4535f","16290",GER MODULO UA,d60a556b10d7313b7e4026b4b9a19f32,e5b0f0dc2ae52bcf27c6020e2370c544,"1965-12-25",1,"2",CASADO(A),"2003-10-27",,2,ENSINO MEDIO,19
b77a38d271108ada7b8a03e7c03b6318,"22ff0140ae0b67e883d31b6307a226df","394",CAIXA EXECUTIVO,b0df5ab63795508d49c4ab35dc63f66d,"025f1443504ff1b69d1e88f4c5ab5e17","1977-10-18",1,"1",SOLTEIRO(A),"2010-08-02",,5,SUPERIOR GRADUACAO,12
"9a751c43b371f2c08c78509b6cc20433","0adae34e184f63ab3f43e7c27fc42bef","394",CAIXA EXECUTIVO,"976d9bbe9bc487a4d9b6d1d21a1ef9da","4da4904b31c5d073a234d09255b0a482","1971-10-09",1,"2",CASADO(A),"2014-03-31",,2,ENSINO MEDIO,9
a00287792c45735fe4d80b4677e5a40b,"98fb5854f5d7a16041783e01265e9cef","16460",ASSIST OP PLENO UA,"3e2500c59ab4ea1d914ac27cec5ae528","400058f6904f3dc90dff5dcf5a750b77","1982-09-05",1,"1",SOLTEIRO(A),"2014-03-10",,7,POS-GRADUCAO-ESPEC,9
"411b72472bc79770955125fa02ecccbe","14131a3a3df902daf3cfdc4b6874456d","394",CAIXA EXECUTIVO,"33681279c167c7fcd2997ed72cfb4c4a","7aba29c451b7a04a94ba43e58441a3d8","1965-12-08",1,"2",CASADO(A),"2005-07-18",,5,SUPERIOR GRADUACAO,17
"156dc423a29ccb6569e0f26d4c9d798d","4666ccd23f911342110bbc0efdec7fcf","4961",ASSIST.B UA,cbbb18efb6e9789c7b1476058c231bd5,"51b2e0cf0cddae62ac04b25ab037a94f","1958-08-31",1,"8",DIVORCIADO(A),"1993-07-29",,5,SUPERIOR GRADUACAO,29
f31f3114faaf13165ce8c7137dabe7f9,"1e1f384676967ab958f3f233cedd4713","394",CAIXA EXECUTIVO,"05ef5c976b9e3996b22ad2c969881da8","9b8ebd4d40c490677ff6345cedd317db","1982-12-10",1,"1",SOLTEIRO(A),"2014-08-25",,5,SUPERIOR GRADUACAO,8
"5fa56cad09751392fb944a65ce637cbb","998478e72179afab140f06355342a0a4","394",CAIXA EXECUTIVO,"5c0400579e6fcfb96bdb950d2babfff7",c326fee8f0f050b08269fc584821bcac,"1965-06-20",1,"2",CASADO(A),"2008-06-09",,2,ENSINO MEDIO,14
"3712d3bf662ac1b84e40b48b81028b8a","0b5dddebad0457bd7cda664c50b24ee7","394",CAIXA EXECUTIVO,"36f9d490114303cd7debf20548fc6888","7cc6ceb54ab71d21115b0ae1b92c655f","1967-12-31",1,"2",CASADO(A),"1994-03-21",,7,POS-GRADUCAO-ESPEC,29
ca655f3c6f5cd7e5fa8febf8ca551e49,"82fa56483484e78d8cda534c25c807e3","16290",GER MODULO UA,"56bb1136dde56b78942ff8531dda4777","71004d4eb5f021f96164c74bdcd1c0c5","1968-06-01",1,"1",SOLTEIRO(A),"2003-03-17",,5,SUPERIOR GRADUACAO,20
"9bf3affc353bf5349e59be7c44c31402",f42f061f734da5d6f861f1d75db5248c,"610",ESCRITURARIO,d11002689802ad8a6e4631d8fa2b4cc1,a847c8fe02838b858cac43e902dd4c0e,"1979-10-06",1,"1",SOLTEIRO(A),"2009-03-30",,7,POS-GRADUCAO-ESPEC,14
"16ed404278af1d2ad73b54373541fbde","5e1326fe82a1a613b2d931de8b1c2f78","16290",GER MODULO UA,fe16afd293bc4038086fbdf74718d077,"6b6292e4c6c2eb535ecfe0cac187698f","1967-02-25",1,"2",CASADO(A),"1982-05-12",,5,SUPERIOR GRADUACAO,40
"54f52010dee43658e4d54ba72e7dcc86","5bf91cb428cc42c6c2da016192ce58a5","16460",ASSIST OP PLENO UA,"3e2500c59ab4ea1d914ac27cec5ae528",b160aacf65d1fe5aa1a9ecefc6398c4f,"1959-04-06",1,"2",CASADO(A),"2008-08-04",,7,POS-GRADUCAO-ESPEC,14
"4a72e4adc849c54767e1e28dbb9a24c4",d57b5553b12e4b0e7c5da270e28ad182,"394",CAIXA EXECUTIVO,d6c625ffc79cd2e7e1668ff078053911,"71a857f8d541f9798b0cf69432fafc67","1981-09-12",1,"2",CASADO(A),"2007-10-15",,5,SUPERIOR GRADUACAO,15
df9c3beaac1a5fad73b54a4bd89a7786,"0971bd2fa939e4593aacbde5393ec5ef","16460",ASSIST OP PLENO UA,"51200d29d1fc15f5a71c1dab4bb54f7c","6e9e97dc717ca8edab76b6bee3bbb93a","1986-11-22",1,"2",CASADO(A),"2009-12-01","2008-06-02",5,SUPERIOR GRADUACAO,13
"9d350671fbd51a7814265ad5d0d7eac9","18060a067586d6649f5ad572dfc13345","394",CAIXA EXECUTIVO,ad55e398ed3507d800f529e3d8dd4279,f2eb0bc2fe4c3ee54e34046fc557ee1d,"1964-05-12",1,"1",SOLTEIRO(A),"2007-12-17",,2,ENSINO MEDIO,15
"17f7ff01dce9b74449fd6a7b29a50285","56ea0210e7cdc1b010ba104b687705cc","394",CAIXA EXECUTIVO,"56aaefc7d8eb089c68915aea1067bfef","355fabaade9eeba9c1731c2694b83476","1967-12-31",1,"2",CASADO(A),"2007-08-06",,5,SUPERIOR GRADUACAO,15
aa49e8640e5440794159f63776bcc856,"65dda0f303739d6312fa61215a8fc096","16290",GER MODULO UA,"0d1a85e948c599cddea15b17d930a76a","828a1e6122f7b793687692a3013943f6","1987-01-18",1,"2",CASADO(A),"2009-12-01","2008-09-24",7,POS-GRADUCAO-ESPEC,13
"29c81f41023084c7c749971ab573c422","63b8110bde2ee599c5ade6f29383e8b4","394",CAIXA EXECUTIVO,"619ce5fef8ff39623f01c7fcb2fb8051","17ef54d23828fa36092e3d2989c28772","1982-07-17",1,"2",CASADO(A),"2005-07-25",,5,SUPERIOR GRADUACAO,17
ee1a3676b912c2bc3849f4ebde0b6962,d9c12bef0cf905f9e91d63402f04124d,"394",CAIXA EXECUTIVO,a61217d017db6efd186c964d3131dab2,"1e2b12ca47f7ae90387a2aabf7bce2cf","1982-08-03",1,"2",CASADO(A),"2009-12-01","2006-03-20",3,SUPERIOR EM ANDAMENTO,13
"5832286fb44c7ca276ad974d0fd86a63",aeaae71d6afe4e2770534fba223a9aaf,"16290",GER MODULO UA,"384c4d02bc2a89d4e398e446a1b19e1c","5423aba91d6419f14c8b435aa0221c92","1978-11-05",1,"2",CASADO(A),"2011-04-04",,7,POS-GRADUCAO-ESPEC,12
e282dfd030843fa8225aa887611f9a89,"4e049be70b8ace280c68c1eec81c106a","394",CAIXA EXECUTIVO,f6bb6d65c8c39c685424a156838f6853,ca94d3bfcaeac83e3a2243740a5e5261,"1956-04-26",1,"1",SOLTEIRO(A),"2007-09-10",,2,ENSINO MEDIO,15
fab0be75f64a0ef6245e22192eb17c6c,"0985685386e2792d07d7983cc5edf042","394",CAIXA EXECUTIVO,ce9c29740a7cb8d4108bbc690ec577d6,c78e142d53ceb7cf850678b4a60432ad,"1988-12-19",2,"2",CASADO(A),"2011-03-21",,7,POS-GRADUCAO-ESPEC,12
"193ebe7ef44b332e7e0b184268730472","8cbb023ed31a149765c52541c5831770","394",CAIXA EXECUTIVO,"0b59c1793dde5c61c78296b07e110bd4","9a563203bc0ee070e3c45511cdd3d38f","1980-06-30",2,"8",DIVORCIADO(A),"2009-12-01","2004-06-24",5,SUPERIOR GRADUACAO,13
"490b9e46776f4df123c0388d5af2fea4","61ffbf1e0a410e9bdf6ae3bbc3ea9af1","610",ESCRITURARIO,"2ce44dc8871c7f1fa1cb76c7f8b756a8","2ce44dc8871c7f1fa1cb76c7f8b756a8","1985-11-04",2,"2",CASADO(A),"2009-08-17",,5,SUPERIOR GRADUACAO,13
"9f89bb9e3a021d36b94fd01fb26cac3a",bfff2af6e3de83322c54ce93f9cb3b19,"394",CAIXA EXECUTIVO,"41f87c79a2fb369fdb2aa2a1060a9a83",de80c050123ecd0a48d30ef6628a41d4,"1983-04-12",2,"2",CASADO(A),"2009-06-29",,5,SUPERIOR GRADUACAO,13
"7be34232f397e9a0c928b2e0fda2099d","9d4ac84e772561694492a90bcfbfe8ce","16460",ASSIST OP PLENO UA,afa73512a045b8492d94152050b80273,aea76026a21804bbdc7134091b6618dd,"1984-01-30",2,"2",CASADO(A),"2006-10-09",,7,POS-GRADUCAO-ESPEC,16
"78bd5c0996d6d8b7c4fc994a28eb109d","803e73ad7b6091cf1073ee72288c456c","394",CAIXA EXECUTIVO,ec56abf051ad30409305d1aa5020e7c7,ec56abf051ad30409305d1aa5020e7c7,"1981-08-06",1,"2",CASADO(A),"2008-10-01","2008-02-27",5,SUPERIOR GRADUACAO,14
d10b82e726ef7dcd875a31f4c4fef46d,"272162c89648c753319fda410865ba6b","12331",ASSESSOR I UE,"9a405a7732ab4f806431a48f6398a7cb","0c56d0e3e4bc7d36087562eea8c6acc5","1977-12-08",1,"1",SOLTEIRO(A),"2000-08-07",,7,POS-GRADUCAO-ESPEC,22
c6526fcb5f6fe38163bb2369c3c376af,"85165e2171a61b7bfd6ed59918621f7b","394",CAIXA EXECUTIVO,"8cb65df87209b2a70239966a5812aae5","302feedebf8b30e01c93640bbb5e8f2e","1978-04-22",1,"2",CASADO(A),"2005-07-04",,5,SUPERIOR GRADUACAO,17
"0ecab006ac355a77665d11699e12eb33",aa584522bc5720f85b375c699c45c3fc,"16480",ASSIST OP JUNIOR UA,cbbb18efb6e9789c7b1476058c231bd5,"14db7e693b94f40856ec958665010901","1977-07-23",1,"3",CASADO(A) COM FUNCIONARIA(O),"2003-02-10",,7,POS-GRADUCAO-ESPEC,20
f51f0dd3cf2c9b7c85f2b2fa2bce35da,b95567f442d25307a08acd3f6a4fc87a,"16290",GER MODULO UA,"7621c071250065904d94d1b980d36df8","0e9fdd25cd291dd00494bf03011df9dc","1986-08-11",1,"1",SOLTEIRO(A),"2008-12-01",,5,SUPERIOR GRADUACAO,14
"1c77f92caa4965e7ed164f4d801433c6","32c80b24bdf6fd00c169fd4152fcd4f1","610",ESCRITURARIO,a4c84b105ee7aa2211dd294d26db9ecf,"176b22bab4e94a28619ca2433b2ef241","1981-01-30",2,"2",CASADO(A),"2011-10-17",,2,ENSINO MEDIO,11
"195be9f9f8cddeeeb4a8e5a0c358aead","4f2390500f52694f7e0d95cf101c52b5","610",ESCRITURARIO,"81d4fe70c6ad96d9c45694cf58544e26",c68b69db3e127134a0eda1db2846d054,"1967-04-22",2,"8",DIVORCIADO(A),"1998-11-30",,7,POS-GRADUCAO-ESPEC,24
e9d3d0b685a31ccd884a48367e2241de,"384f63500cec29b3ee03020f204267a2","394",CAIXA EXECUTIVO,"940af5b63a832bd68ebbc70ee0fe22fe",a6cd3550e6ba71f30f2db15a5d971c9c,"1959-04-11",1,"2",CASADO(A),"2010-03-15",,5,SUPERIOR GRADUACAO,13
fc260a7560ba2ba8efbe645a7ec587b7,"752106aae8b075c62098e6dafc8cbeb2","16290",GER MODULO UA,cae4ef6ab52e80148e97a6df5759d387,"9aaa41213c542f69bd8498dbfc974882","1967-01-28",1,"2",CASADO(A),"2009-12-01","1992-10-19",5,SUPERIOR GRADUACAO,13
"4c84acca666f7f38547c09b559e8de14",b03290d3cd3aa063a2775460530cb96c,"4935",ASSIST.A UA,"3e2500c59ab4ea1d914ac27cec5ae528",f8035467e368205191a6d7287e9f1d71,"1962-01-01",1,"2",CASADO(A),"2008-07-14",,7,POS-GRADUCAO-ESPEC,14
"9f8e97527dd16c9e94d95176ee7120c5",ad76e3f71a962d3d4eced5ddf16c1527,"610",ESCRITURARIO,"8afc0327c6d499ed20c99d2a2502c7b9","7b524e4b54bd6ef14e5aa264ce0e7b3b","1948-03-22",1,"1",SOLTEIRO(A),"2009-12-01","2001-08-24",2,ENSINO MEDIO,13
f3e60082180aa82fe6ec3b61d67ba180,"921bdd0c41be7df9db7445482f613541","16290",GER MODULO UA,"728b013dbecd822eb8e9efaee1006e70","475ba9bf74be8a1255d608139ce9560d","1976-07-15",1,"2",CASADO(A),"1998-11-16",,5,SUPERIOR GRADUACAO,24
"95f3e1a26dabf6fe9a9a431a5dd189de",d6de483402f95fc248f5802043a8467e,"610",ESCRITURARIO,"36c436fa1d81bb26c61dad18c8369b5d","03bb6356898c2790efc3c2f29bde313c","1986-02-18",2,"1",SOLTEIRO(A),"2010-04-12",,7,POS-GRADUCAO-ESPEC,12
"55e9dddd751959dd47164b07babd0498","72e0387772338481997671dd145b4312","16460",ASSIST OP PLENO UA,"51200d29d1fc15f5a71c1dab4bb54f7c",b438a84d94948f705697cb098ba1112d,"1982-09-03",2,"2",CASADO(A),"2014-08-11",,7,POS-GRADUCAO-ESPEC,8
c52a7ca636cd517205e64f631fd3c1a4,"12de98ea10feb8546161db952b2ecadb","12392",ASSESSOR III UE,"0384d7e807a0f830fc34e813f66d0fa2","2a75fe4293d1dea6918ebee9247e87c1","1986-05-28",2,"2",CASADO(A),"2010-08-16",,7,POS-GRADUCAO-ESPEC,12
d0c4d8f940517e17716bdf03b1004d42,f41d1ee406de7caf188d81da0a7fd119,"16460",ASSIST OP PLENO UA,"3e2500c59ab4ea1d914ac27cec5ae528","16ff4a550a40e4f7e57fc70ab2890609","1994-02-21",2,"1",SOLTEIRO(A),"2014-09-29",,7,POS-GRADUCAO-ESPEC,8
"36ae3bd7eee704d4b41fdfaed1115617",b6f449f0b9d7c4105bc1603c1bc18717,"16460",ASSIST OP PLENO UA,"51200d29d1fc15f5a71c1dab4bb54f7c",b438a84d94948f705697cb098ba1112d,"1988-11-08",2,"2",CASADO(A),"2011-03-28",,7,POS-GRADUCAO-ESPEC,12
"27f3f4b404218ea98aaa255a7559b8af","685569e8509a652adaa0a191d727125f","610",ESCRITURARIO,f603fc81d30f7e2a702669892e1a9ece,"777e6465a762d33d511e3583156f41f3","1983-12-24",2,"1",SOLTEIRO(A),"2011-03-21",,5,SUPERIOR GRADUACAO,12
d2b05a507775372da5f6bf8f1b2b6f49,"15cddb44f65aec385f0eb73fee1c55fa","12381",ASSESSOR II UE,"9a405a7732ab4f806431a48f6398a7cb",b40a337cbec6e0ede6dc507d24a8626f,"1985-11-28",2,"2",CASADO(A),"2009-12-01","2006-05-23",7,POS-GRADUCAO-ESPEC,13
ce896abc42d7e28839a80acc8f0aeb5e,eb1a6de280595158f0e1aaafa62a1539,"4935",ASSIST.A UA,"3e2500c59ab4ea1d914ac27cec5ae528","400058f6904f3dc90dff5dcf5a750b77","1988-06-28",2,"1",SOLTEIRO(A),"2008-08-04",,7,POS-GRADUCAO-ESPEC,14
"660c72ea5830e2f450e3c9cb2f8be0df",fb7c7e02d3381d14b4df451943395f84,"610",ESCRITURARIO,d11002689802ad8a6e4631d8fa2b4cc1,"88903f12da23bba2fe342982583e7993","1968-07-06",1,"5",SEPARADO(A) JUDICIAL OU EXTRAJ,"2004-12-06",,5,SUPERIOR GRADUACAO,18
"38add34fddd9ab9f46b5b247660ca1e3","40e3125b45bbf7680827632216b570a1","610",ESCRITURARIO,"41b49f2a17d788ffb7d1c97ba26b6878",eca534e9c5b6407840ab1c68357e5fd9,"1963-02-24",1,"1",SOLTEIRO(A),"2009-09-28",,5,SUPERIOR GRADUACAO,13
"2f0ac5b40e7e17cf87a5a6e97f46987e","9693c504f57404ed16fb3f49e4f3dc7d","394",CAIXA EXECUTIVO,de8a92494678c42556b2f525f66bb126,"26e5150fdfe2fda8619ed8130a9b939a","1968-12-04",1,"2",CASADO(A),"2009-12-01","2004-03-30",3,SUPERIOR EM ANDAMENTO,13
"9a7a9612a9d0224782233ed78a6b4af3","18b9e4e466ecafcec6ea4393c26e88d0","394",CAIXA EXECUTIVO,d11002689802ad8a6e4631d8fa2b4cc1,"8a7ce9c40b57c10871b9c7913429917c","1987-07-28",1,"1",SOLTEIRO(A),"2013-05-06",,5,SUPERIOR GRADUACAO,9
"9808837bf608f05813b5687f605782da","8bf3fca002f2588a512ab4102c7edbac","394",CAIXA EXECUTIVO,"29e51d576d6a3efaa2d7ab8cad2fa05a","1f9c68fc8a7455b77eb2fce46b2e2be3","1977-06-17",1,"2",CASADO(A),"2008-10-01","2006-09-11",7,POS-GRADUCAO-ESPEC,14
c73109320e06c7ceaa981d5947c9a51a,"6bfec2e51c876ec89727f302d3805586","610",ESCRITURARIO,"4da90de29f46a17868d38a774f91dd8c","767ba422527b545edd9487f8eff4ec07","1961-03-06",1,"8",DIVORCIADO(A),"2004-04-12",,5,SUPERIOR GRADUACAO,18
"3318abe984567a56af049a224fdeb146","1fec403df0ec1a069267feaf7cc19549","394",CAIXA EXECUTIVO,"41872c2ea49d7611135527b101064dbc","559c8258e18501cc1d14d875beeb6e4a","1962-06-04",1,"1",SOLTEIRO(A),"2001-08-06",,5,SUPERIOR GRADUACAO,21
f3053f3c34c20d74de21a2f38632a8e0,b0430f1906f0fd089e9dfdc13420d663,"16290",GER MODULO UA,"940af5b63a832bd68ebbc70ee0fe22fe","8eca019dc15a07d4347cd88b8893e5ee","1966-10-18",1,"2",CASADO(A),"1993-07-16",,5,SUPERIOR GRADUACAO,29
"505dfa5d7a19dce2f470340bdb971942","89610ae3f1eb0b501da0dfb249ab066f","394",CAIXA EXECUTIVO,ad55e398ed3507d800f529e3d8dd4279,"3a27b74600912351b03cf48e62283d4c","1987-06-10",1,"1",SOLTEIRO(A),"2013-10-28",,5,SUPERIOR GRADUACAO,9
bddc700ae3058231c5ff1d5c492b8c5a,"349a123c9935ac932e65c87049922f3b","16290",GER MODULO UA,"8a48e241f2c22a1f335c2149eef73868","5c4eacbfe9387827f951ca7316cace0e","1970-03-22",2,"2",CASADO(A),"2009-12-01","1989-05-08",5,SUPERIOR GRADUACAO,13
"2c8b0687eca563e86e1ef44f2dea59ce","223605f2ebd243649fa35865e52e29b3","610",ESCRITURARIO,"73fd1bf9e0d54e451df89a7cbdf0f7b0","73fd1bf9e0d54e451df89a7cbdf0f7b0","1978-12-17",2,"1",SOLTEIRO(A),"2008-09-15",,7,POS-GRADUCAO-ESPEC,14
